Query_ID,Hit_Count,Min_Evalue,Max_Bitscore,Source_Files
D00723:439:HGFFGBCX3:1:1114:11442:18933,1,1.24e-09,42.0,sl20080_comb.part_006_blastx.txt
D00723:439:HGFFGBCX3:1:1114:16999:53217,7,8.9e-12,48.1,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1114:19859:54170,2,5.93e-07,34.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1114:16989:78264,2,5.2e-06,32.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1114:15459:90498,1,4.25e-06,32.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:11099:7807,1,1.02e-07,36.6,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:2104:10953,6,6.87e-09,40.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:17776:43728,3,1.73e-10,44.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:20938:62771,1,1.79e-10,44.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:1593:64134,1,1.73e-07,36.2,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:6709:73498,7,3.92e-12,49.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:7996:81730,4,1.15e-07,36.6,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1115:14555:84776,1,6.56e-06,31.6,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1203:14384:14901,1,1.75e-14,55.8,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1203:11804:33759,3,3.44e-06,32.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1203:6276:50416,7,3.03e-09,40.8,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1203:19311:77027,1,7.36e-10,42.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1203:18332:84122,7,5e-09,40.4,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1203:16254:95505,1,1.5e-08,39.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1201:9114:33807,2,8.85e-12,48.1,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1201:16479:47629,2,3.43e-07,35.4,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1201:4591:66960,4,3.81e-07,35.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1204:10376:64933,1,8.46e-09,39.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1202:9481:29355,1,6.46e-08,37.4,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1202:20431:48653,1,1.75e-06,33.1,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1202:2903:57592,1,5.91e-08,37.4,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1202:17740:97989,1,6.47e-07,34.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1205:17086:62295,2,3.43e-07,35.4,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1205:2747:62641,1,1.35e-06,33.5,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1205:19182:99856,7,9.21e-16,59.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1208:19695:20419,2,9.34e-08,37.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1208:15190:21201,2,3.19e-06,32.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1208:13462:58686,7,3.44e-12,49.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1208:15094:60855,1,6.07e-06,31.6,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1208:11694:94703,1,4.96e-06,32.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:12446:2654,1,6.47e-07,34.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:4729:16905,1,1.57e-06,33.5,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:15558:27640,7,2.64e-08,38.5,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:13202:45199,1,7.41e-07,34.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:2876:73560,1,2.29e-12,50.1,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:10348:75442,2,7.55e-08,37.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1206:14152:100941,1,5.38e-13,51.6,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1207:21088:20934,1,3.55e-10,43.5,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1207:13637:28292,7,3.48e-17,63.5,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1207:12045:39912,6,8.24e-10,42.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1207:7693:70234,1,3.72e-07,35.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1211:18998:22135,2,2.41e-09,41.2,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1211:8292:37000,1,5.27e-07,34.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1211:2281:75567,1,3.58e-07,35.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1209:8436:7683,1,2.55e-06,32.7,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1209:2039:40694,3,4.9e-06,32.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1209:14259:45330,1,9.15e-06,31.2,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1209:2617:99409,1,3.82e-09,40.8,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1212:4269:44578,2,5.62e-10,43.1,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1212:21196:72682,1,1.68e-06,33.1,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1210:15576:32491,4,8.01e-08,37.0,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1210:4444:58429,1,7.34e-07,34.3,sl20080_comb.part_007_blastx.txt
D00723:439:HGFFGBCX3:1:1210:8312:87448,2,9.38e-06,31.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1213:10996:31124,7,4.46e-09,40.4,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1213:16403:54345,1,5.32e-07,34.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1213:3219:99990,2,1.19e-06,33.9,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:16206:6295,7,2.64e-11,47.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:19331:24707,1,4.78e-10,43.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:5822:40220,1,8.54e-09,39.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:1253:72154,1,9.97e-07,33.9,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1216:20646:80163,1,6.57e-07,34.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:20089:10769,6,3.01e-09,41.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1214:17305:98088,1,4.95e-06,32.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:18760:20219,1,3.28e-08,38.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:16951:23073,1,5.03e-06,32.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:14782:35717,4,7.96e-08,37.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:5545:47898,5,2.27e-09,41.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:20598:73461,1,2.64e-06,32.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:1215:4639:79391,7,7.66e-09,39.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2101:14930:22362,2,7.43e-09,40.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2101:1525:28272,1,4.15e-06,32.3,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2101:19454:30364,1,3.82e-07,35.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2101:9169:43769,2,6.93e-06,31.6,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:11450:8490,7,3.72e-11,46.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:13047:24676,7,1.46e-15,58.9,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:11895:47258,2,2.59e-15,58.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:9324:60303,4,2.09e-08,38.5,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:5349:64913,1,7.39e-06,31.6,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:11711:72802,2,6.8e-07,34.3,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2103:1887:77240,4,5.56e-17,62.8,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2102:10533:13642,1,1.75e-06,33.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2102:2397:17917,1,8.86e-08,37.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2102:20318:22232,3,2.62e-10,43.9,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2102:11339:48575,2,3.31e-08,38.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2102:6165:50261,6,3.76e-07,35.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2104:14658:13623,4,2.64e-09,41.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2104:7193:68130,3,1.22e-06,33.9,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2104:5364:88096,1,4.13e-09,40.8,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2105:7033:3112,1,1.73e-07,36.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2105:16955:28013,1,1.71e-06,33.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2105:12370:55395,1,5.44e-06,32.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2106:17502:5968,1,4.88e-07,34.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2106:6701:30947,1,5.33e-09,40.4,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2106:13789:55382,2,7.04e-06,31.6,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2106:8052:60547,2,3.43e-07,35.4,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2106:7860:72498,7,8.72e-10,42.4,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2106:3044:99482,1,1.52e-09,42.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:14316:18645,7,9.29e-13,50.8,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:18007:21758,4,3.76e-10,43.5,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:11728:27424,1,1.05e-08,39.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:19291:44931,6,3.66e-09,40.8,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:15334:59554,2,1.72e-06,33.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:18738:60215,1,9.94e-06,31.2,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:16796:69453,2,2.44e-07,35.4,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2108:11018:97206,2,6.2e-19,68.6,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2107:2299:35557,2,3.65e-06,32.3,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2107:10928:84197,2,1.32e-11,47.8,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2107:14806:91670,1,5.08e-06,32.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2107:2883:94657,3,3.27e-08,38.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2109:16571:10399,1,3.58e-07,35.0,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2109:12791:12400,2,1.82e-06,33.1,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2109:17868:25655,7,3.32e-09,40.8,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2109:20475:61680,1,7.38e-06,31.6,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2109:9701:87002,7,1.43e-10,44.7,sl20080_comb.part_008_blastx.txt
D00723:439:HGFFGBCX3:1:2111:19506:35530,1,5.07e-13,51.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2111:17841:38560,1,4.78e-06,32.0,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2111:2257:71481,2,2.07e-07,35.8,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:1326:7688,7,1.29e-10,45.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:17796:51832,1,6.86e-06,31.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:16459:57092,1,2.64e-07,35.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2110:12108:66753,1,2.11e-06,33.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2112:4157:3430,1,2.66e-06,32.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2112:3860:97780,2,6.36e-06,31.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:10913:46748,4,5.22e-09,40.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:13744:59058,1,5.92e-08,37.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2113:17519:88449,1,2.01e-10,44.3,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2114:17121:29561,1,7.6e-09,40.0,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2114:8167:71640,7,2.98e-16,60.8,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2114:3556:72412,1,5.52e-08,37.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2114:8272:78097,7,5.49e-18,65.9,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:7847:6921,2,1.84e-06,33.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:16338:13012,1,3.35e-08,38.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:20032:22401,2,2.13e-19,69.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:2253:42425,2,6.8e-06,31.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:7746:72687,1,1.32e-07,36.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:8180:77417,2,2.5e-06,32.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2116:6060:79383,2,2.27e-13,52.8,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2115:19449:10871,2,1.07e-06,33.9,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2115:15720:26173,2,3.32e-06,32.3,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2115:21037:40707,1,7.39e-06,31.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2115:19077:69641,1,1.31e-10,45.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2115:1407:74512,2,5.67e-14,54.3,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2201:13340:6987,1,2.72e-07,35.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2201:18383:17720,5,8.7e-09,39.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2201:6436:72619,2,4.28e-11,46.2,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2201:6060:83211,1,3.92e-06,32.3,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2202:17212:82841,1,3.97e-13,52.0,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2202:17892:91588,6,3.09e-08,38.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:16631:21792,2,5.53e-07,34.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:17379:28361,1,8.83e-07,34.3,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:7457:35976,1,4.88e-07,34.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:8068:48915,2,3.77e-07,35.0,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:4245:61501,3,2.61e-06,32.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:7286:64316,2,3.71e-06,32.3,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:3141:74165,2,9.22e-07,33.9,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:10621:94927,2,2.96e-07,35.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:6362:96582,2,2.41e-08,38.5,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:18140:97578,1,5.31e-08,37.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2203:2419:98978,1,6.69e-06,31.6,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2204:20659:19292,2,3e-06,32.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2204:8389:20699,7,4.29e-09,40.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2204:20038:30060,1,5.67e-07,34.7,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2204:2800:54813,2,1.27e-06,33.5,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2205:11593:54589,2,3.58e-08,38.1,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2205:19831:77027,1,4.68e-11,46.2,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2205:15214:100775,2,2.89e-07,35.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2206:3576:71957,5,9.18e-10,42.4,sl20080_comb.part_009_blastx.txt
D00723:439:HGFFGBCX3:1:2208:15285:30888,1,5.13e-10,43.1,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2208:17760:46215,2,1.52e-07,36.2,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2208:2695:83649,1,6.18e-09,40.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2207:20372:20169,1,1.05e-08,39.7,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2207:12302:90185,7,1.86e-14,55.8,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2209:2949:34265,1,8.94e-11,45.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2209:7446:86594,2,2.35e-08,38.5,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2210:5352:27419,1,9.76e-08,37.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2210:9972:33851,1,1.16e-06,33.9,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2210:18837:93542,1,4.25e-09,40.8,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2210:14877:99193,4,1.11e-07,36.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:2133:13853,2,4.28e-07,35.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:18546:18681,4,1.88e-10,44.3,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:12310:33658,1,1.81e-07,36.2,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:18191:42612,1,5.38e-13,51.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:13202:50054,4,9.92e-16,59.3,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:14506:69421,2,1.07e-06,33.9,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:1482:69676,2,1.81e-17,64.3,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:10127:76170,2,1.48e-14,56.2,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:4888:76272,1,8.01e-06,31.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:11141:83400,6,1.66e-08,38.9,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2211:17327:84771,4,7.31e-07,34.3,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2212:1760:70651,3,2.87e-07,35.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2212:20919:72752,7,2.51e-11,47.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2212:12787:74816,2,2.05e-07,35.8,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2212:16358:84649,2,3.68e-09,40.8,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2212:15203:92304,3,1.69e-09,41.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2213:6593:55404,2,8.91e-06,31.2,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2213:16966:58748,2,1.7e-19,70.1,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2213:12022:61725,1,1.87e-06,33.1,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2213:17574:69400,1,1.32e-06,33.5,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2213:17336:92374,7,9.74e-10,42.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2214:2885:24904,2,1.1e-09,42.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2214:20201:44678,1,7e-06,31.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2214:17232:54292,7,3.31e-11,46.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2214:14741:74924,1,1.1e-08,39.3,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:9556:23161,7,6.25e-12,48.5,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:10587:30086,2,5.88e-08,37.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:5153:55381,3,1.74e-09,41.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:14747:61802,1,5.01e-06,32.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:7732:64494,2,2.53e-13,52.8,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:14645:77254,1,5.05e-06,32.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2216:14057:98709,4,1.16e-09,42.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2215:2376:10846,1,8.57e-11,45.4,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2215:10249:84078,2,9.95e-11,45.1,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2215:1756:84498,2,1.16e-13,53.5,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:1:2215:18058:95605,1,1.05e-10,45.1,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:2:1101:7314:4669,1,4.82e-10,43.1,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:2:1101:17918:12102,4,3.6e-19,69.3,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:13984:13581,2,1.02e-07,36.6,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:2:1101:5512:20091,5,1.18e-09,42.4,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:12300:24177,2,6.74e-15,57.0,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:2:1101:7129:33816,2,8.19e-06,31.2,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:2:1101:11397:56240,14,2.86e-12,49.7,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:2497:62437,2,3.96e-09,40.8,sl20080_comb.part_010_blastx.txt
D00723:439:HGFFGBCX3:2:1101:9341:62299,4,8.58e-13,51.2,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:13339:76354,14,3.16e-12,49.3,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:2448:79183,4,5.46e-17,62.8,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:1843:80728,14,6.25e-12,48.5,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1101:2368:81916,4,7.61e-14,53.9,sl20080_comb.part_010_blastx.txt;sl20080_comb.part_015_blastx.txt
D00723:439:HGFFGBCX3:2:1102:11593:7849,7,3.99e-08,37.7,sl20080_comb.part_010_blastx.txt
